Order,Family,Genus,Species,MorphoTraitValue,BodyMass_g,MorphoTrait,Original_Unit,DOI
,,,Anthracoceros_albirostris,515.263212137417,845.999999999997,BillCentroid,mm,10.1002/evl3.267
,,,Anthracoceros_coronatus,478.292174484857,845.999999999997,BillCentroid,mm,10.1002/evl3.267
,,,Anthracoceros_malayanus,437.264256700303,1050,BillCentroid,mm,10.1002/evl3.267
,,,Anthracothorax_dominicus,62.9669104163922,5.95000000000001,BillCentroid,mm,10.1002/evl3.267
,,,Anthracothorax_prevostii,67.6635787094329,6.88200855114468,BillCentroid,mm,10.1002/evl3.267
,,,Anthracothorax_viridigula,65.1516715689532,8.89100669215809,BillCentroid,mm,10.1002/evl3.267
,,,Anthreptes_anchietae,41.3656699567181,8.00000000000003,BillCentroid,mm,10.1002/evl3.267
,,,Anthreptes_collaris,37.0557184880629,6.54107539084981,BillCentroid,mm,10.1002/evl3.267
,,,Anthreptes_fraseri,47.5669424684011,12.6848415430365,BillCentroid,mm,10.1002/evl3.267
,,,Anthreptes_longuemarei,46.3701684160791,12.3543747743549,BillCentroid,mm,10.1002/evl3.267
,,,Anthreptes_malacensis,45.2334569603943,12.3167985788306,BillCentroid,mm,10.1002/evl3.267
,,,Anthreptes_metallicus,31.6967305990535,6.75000000000001,BillCentroid,mm,10.1002/evl3.267
,,,Anthreptes_neglectus,44.353218514334,12.4,BillCentroid,mm,10.1002/evl3.267
,,,Anthreptes_orientalis,41.1491441922122,10.7950037351817,BillCentroid,mm,10.1002/evl3.267
,,,Anthreptes_pallidigaster,34.9805079739263,7.14603854288582,BillCentroid,mm,10.1002/evl3.267
,,,Anthreptes_platurus,29.1679018390198,6.49999999999999,BillCentroid,mm,10.1002/evl3.267
,,,Anthreptes_rectirostris,37.0044102375488,10.6217773233568,BillCentroid,mm,10.1002/evl3.267
,,,Anthreptes_reichenowi,42.7520630357538,6.94844733045212,BillCentroid,mm,10.1002/evl3.267
,,,Anthreptes_rhodolaemus,42.9729840122515,13.2000000000001,BillCentroid,mm,10.1002/evl3.267
,,,Anthreptes_rubritorques,37.1334174755236,10.9720326744966,BillCentroid,mm,10.1002/evl3.267
,,,Anthreptes_simplex,40.9105027045003,9.8530125144358,BillCentroid,mm,10.1002/evl3.267
,,,Anthreptes_singalensis,34.1223959708818,8.01227837666607,BillCentroid,mm,10.1002/evl3.267
,,,Anthus_berthelotii,37.5302057026499,17.0000000000001,BillCentroid,mm,10.1002/evl3.267
,,,Anthus_bogotensis,42.2529493093361,25.244484630085,BillCentroid,mm,10.1002/evl3.267
,,,Anthus_campestris,47.3948611473475,23.2500000000001,BillCentroid,mm,10.1002/evl3.267
,,,Anthus_cervinus,32.9798459948497,19.9823629834841,BillCentroid,mm,10.1002/evl3.267
,,,Anthus_correndera,38.7037747718347,21.3707187696048,BillCentroid,mm,10.1002/evl3.267
,,,Anthus_godlewskii,39.182441634292,24.6749619546458,BillCentroid,mm,10.1002/evl3.267
,,,Anthus_hellmayri,35.5200361597173,18.7496995507413,BillCentroid,mm,10.1002/evl3.267
,,,Anthus_hodgsoni,36.7721987113923,22.0301131812365,BillCentroid,mm,10.1002/evl3.267
,,,Anthus_leucophrys,41.3340789846306,31.3424632088799,BillCentroid,mm,10.1002/evl3.267
,,,Anthus_lutescens,35.0097093920276,14.4295432566249,BillCentroid,mm,10.1002/evl3.267
,,,Anthus_nattereri,39.0445925900729,19.5,BillCentroid,mm,10.1002/evl3.267
,,,Anthus_novaeseelandiae,38.26251433612,24.1899715498451,BillCentroid,mm,10.1002/evl3.267
,,,Anthus_petrosus,45.22206736975,21.4500000000001,BillCentroid,mm,10.1002/evl3.267
,,,Anthus_pratensis,37.1619546655675,18.396886056452,BillCentroid,mm,10.1002/evl3.267
,,,Anthus_richardi,43.6967185979299,29.6911725770925,BillCentroid,mm,10.1002/evl3.267
,,,Anthus_rubescens,43.2505636403807,21.388742770381,BillCentroid,mm,10.1002/evl3.267
,,,Anthus_similis,52.8498953890716,28.5173947486241,BillCentroid,mm,10.1002/evl3.267
,,,Anthus_spinoletta,44.2703740587159,21.7989757777593,BillCentroid,mm,10.1002/evl3.267
,,,Anthus_spragueii,43.5850463744913,23.7789823163231,BillCentroid,mm,10.1002/evl3.267
,,,Anthus_sylvanus,46.8348768902445,31.0000000000001,BillCentroid,mm,10.1002/evl3.267
,,,Anthus_trivialis,38.0183264134163,20.8799297697569,BillCentroid,mm,10.1002/evl3.267
,,,Anthus_vaalensis,40.1975841981701,27.9999999999999,BillCentroid,mm,10.1002/evl3.267
,,,Antilophia_galeata,29.7605814486498,21.6149771455158,BillCentroid,mm,10.1002/evl3.267
,,,Anumbius_annumbi,51.4034614769591,42.9473260351597,BillCentroid,mm,10.1002/evl3.267
,,,Anurolimnas_viridis,53.7476661808388,59.4999999999997,BillCentroid,mm,10.1002/evl3.267
,,,Apalis_argentea,34.6520673991594,8.20000000000002,BillCentroid,mm,10.1002/evl3.267
,,,Apalis_binotata,31.4764397355946,7.11988437339012,BillCentroid,mm,10.1002/evl3.267
,,,Apalis_chapini,33.2273784060955,8.79999999999999,BillCentroid,mm,10.1002/evl3.267
,,,Apalis_chirindensis,33.7608750009308,8.70000000000002,BillCentroid,mm,10.1002/evl3.267
,,,Apalis_cinerea,36.4997428018131,10.3436491036929,BillCentroid,mm,10.1002/evl3.267
,,,Apalis_flavida,33.5482737341315,7.83247023238929,BillCentroid,mm,10.1002/evl3.267
,,,Apalis_flavigularis,36.2431774694154,11.15,BillCentroid,mm,10.1002/evl3.267
,,,Apalis_jacksoni,26.6539029000311,8.68055880441427,BillCentroid,mm,10.1002/evl3.267
,,,Apalis_lynesi,33.5976639089351,11.15,BillCentroid,mm,10.1002/evl3.267
,,,Apalis_melanocephala,37.2183666403775,7.32568300296943,BillCentroid,mm,10.1002/evl3.267
,,,Apalis_nigriceps,27.6645528585148,8.15127883720176,BillCentroid,mm,10.1002/evl3.267
,,,Apalis_porphyrolaema,33.0508308226604,8.3046920157904,BillCentroid,mm,10.1002/evl3.267
,,,Apalis_rufogularis,33.3489660080514,8.41364715965206,BillCentroid,mm,10.1002/evl3.267
,,,Apalis_sharpii,34.8507575886033,9.09999999999996,BillCentroid,mm,10.1002/evl3.267
,,,Apalis_thoracica,36.1159914208011,11.2903682713918,BillCentroid,mm,10.1002/evl3.267
,,,Apaloderma_narina,57.3242981352887,66.8963125726348,BillCentroid,mm,10.1002/evl3.267
,,,Apaloderma_vittatum,52.339728716867,53.8000000000001,BillCentroid,mm,10.1002/evl3.267
,,,Aphanotriccus_capitalis,36.7940944864046,11,BillCentroid,mm,10.1002/evl3.267
,,,Aphelocephala_leucopsis,25.7891217651994,13.3,BillCentroid,mm,10.1002/evl3.267
,,,Aphelocephala_nigricincta,25.0790835845054,10.8,BillCentroid,mm,10.1002/evl3.267
,,,Aphelocoma_californica,76.096700617011,85.303331789715,BillCentroid,mm,10.1002/evl3.267
,,,Aphelocoma_coerulescens,75.0698961785906,79.0131941609279,BillCentroid,mm,10.1002/evl3.267
,,,Aphelocoma_insularis,85.1778097282676,101.15,BillCentroid,mm,10.1002/evl3.267
,,,Aphelocoma_ultramarina,71.2173869593639,112.275703542225,BillCentroid,mm,10.1002/evl3.267
,,,Aphelocoma_unicolor,86.1702727863591,127.537261056322,BillCentroid,mm,10.1002/evl3.267
,,,Aphrastura_spinicauda,34.9276768713444,12.3938146057401,BillCentroid,mm,10.1002/evl3.267
,,,Aphriza_virgata,66.2229677301809,176.989336934219,BillCentroid,mm,10.1002/evl3.267
,,,Aplonis_atrifusca,104.475125935725,146.735890624064,BillCentroid,mm,10.1002/evl3.267
,,,Aplonis_dichroa,70.8361529419565,86.5750000000003,BillCentroid,mm,10.1002/evl3.267
,,,Aplonis_metallica,61.0795883246561,57.4058252195654,BillCentroid,mm,10.1002/evl3.267
,,,Aplonis_minor,53.2410010571407,42.0500000000001,BillCentroid,mm,10.1002/evl3.267
,,,Aplonis_opaca,72.418367096109,83.9,BillCentroid,mm,10.1002/evl3.267
,,,Aplonis_panayensis,58.1065997666477,57.105691485175,BillCentroid,mm,10.1002/evl3.267
,,,Aplonis_tabuensis,65.2616953652505,61.384641087717,BillCentroid,mm,10.1002/evl3.267
,,,Aplopelia_larvata,54.7145491557166,150.999999999999,BillCentroid,mm,10.1002/evl3.267
,,,Aprosmictus_erythropterus,55.354085213321,134.7,BillCentroid,mm,10.1002/evl3.267
,,,Aptenodytes_forsteri,304.033203396655,34212.3525525909,BillCentroid,mm,10.1002/evl3.267
,,,Aptenodytes_patagonicus,313.393623373057,13703.6208615974,BillCentroid,mm,10.1002/evl3.267
,,,Apteryx_australis,375.352941200647,2225,BillCentroid,mm,10.1002/evl3.267
,,,Apteryx_haastii,313.769448191876,1700,BillCentroid,mm,10.1002/evl3.267
,,,Apteryx_mantelli,304.593280691074,2216.5,BillCentroid,mm,10.1002/evl3.267
,,,Apteryx_owenii,213.282968613091,1135,BillCentroid,mm,10.1002/evl3.267
,,,Apus_caffer,35.7572224807929,25.9999999999999,BillCentroid,mm,10.1002/evl3.267
,,,Apus_nipalensis,37.7707993352622,23.5500000000001,BillCentroid,mm,10.1002/evl3.267
,,,Apus_sladeniae,38.4590156987586,40.0000000000001,BillCentroid,mm,10.1002/evl3.267
,,,Aquila_adalberti,177.332028389445,2624,BillCentroid,mm,10.1002/evl3.267
,,,Aquila_africanus,120.223578526876,993.749999999998,BillCentroid,mm,10.1002/evl3.267
,,,Aquila_audax,199.619565305516,3041.5,BillCentroid,mm,10.1002/evl3.267
,,,Aquila_chrysaetos,168.951931193355,3630.86591238724,BillCentroid,mm,10.1002/evl3.267
,,,Aquila_clanga,152.760022284303,1751.5,BillCentroid,mm,10.1002/evl3.267
,,,Aquila_fasciatus,148.720940150603,1560,BillCentroid,mm,10.1002/evl3.267
,,,Aquila_hastata,136.31599277346,1269.25,BillCentroid,mm,10.1002/evl3.267
,,,Aquila_heliaca,183.709424613668,2949.00000000001,BillCentroid,mm,10.1002/evl3.267
,,,Aquila_nipalensis,198.338011004292,2333,BillCentroid,mm,10.1002/evl3.267
,,,Aquila_pomarina,163.603101034246,1269.25,BillCentroid,mm,10.1002/evl3.267
,,,Aquila_rapax,176.491362206484,2034.6,BillCentroid,mm,10.1002/evl3.267
,,,Aquila_verreauxii,191.870404223569,3664.99999999999,BillCentroid,mm,10.1002/evl3.267
,,,Aquila_wahlbergi,115.898327589926,641,BillCentroid,mm,10.1002/evl3.267
,,,Ara_chloropterus,236.541883263471,1050,BillCentroid,mm,10.1002/evl3.267
,,,Ara_militaris,153.744097658825,1134,BillCentroid,mm,10.1002/evl3.267
,,,Ara_severus,112.526018265416,401.032777796739,BillCentroid,mm,10.1002/evl3.267
,,,Arachnothera_affinis,85.6019018699003,27.2278228419376,BillCentroid,mm,10.1002/evl3.267
,,,Arachnothera_chrysogenys,103.112960150665,23.9316632438922,BillCentroid,mm,10.1002/evl3.267
,,,Arachnothera_juliae,115.030730862151,30.4000000000001,BillCentroid,mm,10.1002/evl3.267
,,,Arachnothera_longirostra,87.3007418201414,14.2304266347979,BillCentroid,mm,10.1002/evl3.267
,,,Aramides_saracura,146.640705812604,540,BillCentroid,mm,10.1002/evl3.267
,,,Aramus_guarauna,307.731612793966,1088.55502213183,BillCentroid,mm,10.1002/evl3.267
,,,Aratinga_aurea,55.1008493033958,79.4893019899272,BillCentroid,mm,10.1002/evl3.267
,,,Aratinga_canicularis,58.9853330541459,82.0810026989865,BillCentroid,mm,10.1002/evl3.267
,,,Aratinga_finschi,73.0466182795073,127.706930409634,BillCentroid,mm,10.1002/evl3.267
,,,Aratinga_holochlora,75.6501905824584,142.676194443619,BillCentroid,mm,10.1002/evl3.267
,,,Aratinga_leucophthalma,82.2076578686658,164,BillCentroid,mm,10.1002/evl3.267
,,,Aratinga_nana,66.224919396453,82.2135056972799,BillCentroid,mm,10.1002/evl3.267
,,,Aratinga_pertinax,59.0602797622284,89,BillCentroid,mm,10.1002/evl3.267
,,,Aratinga_rubritorquis,70.2462713157451,211.999999999999,BillCentroid,mm,10.1002/evl3.267
,,,Aratinga_solstitialis,68.3170866214458,120.000000000001,BillCentroid,mm,10.1002/evl3.267
,,,Arborophila_atrogularis,67.2654201737259,255.999999999999,BillCentroid,mm,10.1002/evl3.267
,,,Arborophila_brunneopectus,70.3225244258727,317,BillCentroid,mm,10.1002/evl3.267
,,,Arborophila_cambodiana,71.7856168438944,318.000000000001,BillCentroid,mm,10.1002/evl3.267
,,,Arborophila_charltonii,59.0114369513796,290,BillCentroid,mm,10.1002/evl3.267
,,,Arborophila_chloropus,61.6166472259144,290,BillCentroid,mm,10.1002/evl3.267
,,,Arborophila_crudigularis,68.5696331749594,310.999999999999,BillCentroid,mm,10.1002/evl3.267
,,,Arborophila_hyperythra,68.7954934121705,375.999999999998,BillCentroid,mm,10.1002/evl3.267
,,,Arborophila_rubrirostris,65.7152998237292,243,BillCentroid,mm,10.1002/evl3.267
,,,Arborophila_rufogularis,63.656130526894,377.5,BillCentroid,mm,10.1002/evl3.267
,,,Arborophila_torqueola,52.1662418411922,377.5,BillCentroid,mm,10.1002/evl3.267
,,,Archboldia_papuensis,70.4618074804838,178.625,BillCentroid,mm,10.1002/evl3.267
,,,Archilochus_alexandri,44.3379008063277,2.867615142604,BillCentroid,mm,10.1002/evl3.267
,,,Archilochus_colubris,48.6158302749925,2.5979625857455,BillCentroid,mm,10.1002/evl3.267
,,,Ardea_cinerea,349.745368353058,1458.5831394291,BillCentroid,mm,10.1002/evl3.267
,,,Ardea_goliath,521.48396269709,4327.75000000001,BillCentroid,mm,10.1002/evl3.267
,,,Ardea_herodias,395.146201867029,2053.43106283071,BillCentroid,mm,10.1002/evl3.267
,,,Ardea_melanocephala,300.085674354805,804.911653595616,BillCentroid,mm,10.1002/evl3.267
,,,Ardea_picata,194.894000999376,264.000000000001,BillCentroid,mm,10.1002/evl3.267
,,,Ardea_purpurea,392.618204716474,1024.7362825635,BillCentroid,mm,10.1002/evl3.267
,,,Ardea_sumatrana,506.108840637332,2314.08729308122,BillCentroid,mm,10.1002/evl3.267
,,,Ardeola_bacchus,198.63392618341,332,BillCentroid,mm,10.1002/evl3.267
,,,Ardeola_grayii,193.520822010256,253,BillCentroid,mm,10.1002/evl3.267
,,,Ardeotis_arabs,240.345765458449,8349.99999999998,BillCentroid,mm,10.1002/evl3.267
,,,Ardeotis_kori,320.108456911618,9907.68268689831,BillCentroid,mm,10.1002/evl3.267
,,,Ardeotis_nigriceps,208.218349860428,11250,BillCentroid,mm,10.1002/evl3.267
,,,Arenaria_interpres,56.724880362948,121.928557136402,BillCentroid,mm,10.1002/evl3.267
,,,Arenaria_melanocephala,58.8703830220053,110.68943455286,BillCentroid,mm,10.1002/evl3.267
,,,Argusianus_argus,125.6590779859,2371.75000000001,BillCentroid,mm,10.1002/evl3.267
,,,Arremon_aurantiirostris,39.1595394979214,36.4000000000002,BillCentroid,mm,10.1002/evl3.267
,,,Arremon_brunneinucha,47.7887836565806,40.6455604443761,BillCentroid,mm,10.1002/evl3.267
,,,Arremon_castaneiceps,51.0110340837423,36.8249999999999,BillCentroid,mm,10.1002/evl3.267
,,,Arremon_crassirostris,51.3659416453589,36.8999999999999,BillCentroid,mm,10.1002/evl3.267
,,,Arremon_flavirostris,37.0549220973477,28.1,BillCentroid,mm,10.1002/evl3.267
,,,Arremon_semitorquatus,34.0101550609761,25.2999999999999,BillCentroid,mm,10.1002/evl3.267
,,,Arremon_taciturnus,41.6608531656821,23.9207951072576,BillCentroid,mm,10.1002/evl3.267
,,,Arremon_torquatus,44.529159051631,39.5250000000002,BillCentroid,mm,10.1002/evl3.267
,,,Arremon_virenticeps,49.179518160865,41.0000000000001,BillCentroid,mm,10.1002/evl3.267
,,,Arremonops_chloronotus,40.5801974663599,24.7405417176644,BillCentroid,mm,10.1002/evl3.267
,,,Arremonops_conirostris,48.1548327094995,42.2999999999999,BillCentroid,mm,10.1002/evl3.267
,,,Arremonops_rufivirgatus,35.603774354561,23.2737838086842,BillCentroid,mm,10.1002/evl3.267
,,,Artamus_personatus,55.7354112215348,33.9249999999999,BillCentroid,mm,10.1002/evl3.267
,,,Artisornis_moreaui,44.5301224198805,9.09999999999996,BillCentroid,mm,10.1002/evl3.267
,,,Arundinicola_leucocephala,44.9922974282901,13.5923929060562,BillCentroid,mm,10.1002/evl3.267
,,,Ashbyia_lovensis,35.8002324171821,17.9,BillCentroid,mm,10.1002/evl3.267
,,,Aspatha_gularis,73.506894298883,70.7999999999997,BillCentroid,mm,10.1002/evl3.267
,,,Asthenes_baeri,35.2010188271293,13.9000000000001,BillCentroid,mm,10.1002/evl3.267
,,,Asthenes_pyrrholeuca,36.4101642472978,12.5000000000001,BillCentroid,mm,10.1002/evl3.267
,,,Astrapia_nigra,89.9412785278645,190.000000000001,BillCentroid,mm,10.1002/evl3.267
,,,Astrapia_splendidissima,88.0097210347438,136.75,BillCentroid,mm,10.1002/evl3.267
,,,Astrapia_stephaniae,73.0682507384215,150.250000000001,BillCentroid,mm,10.1002/evl3.267
,,,Athene_brama,58.681331443852,114.000000000001,BillCentroid,mm,10.1002/evl3.267
,,,Athene_cunicularia,40.7886295940485,141.971270477123,BillCentroid,mm,10.1002/evl3.267
,,,Athene_noctua,44.4112737489824,161.018682810637,BillCentroid,mm,10.1002/evl3.267
,,,Atlantisia_rogersi,55.5875475361232,41.8,BillCentroid,mm,10.1002/evl3.267
,,,Atlapetes_albinucha,42.3827690771968,30.926491029551,BillCentroid,mm,10.1002/evl3.267
,,,Atlapetes_citrinellus,35.0380736320227,27.9999999999999,BillCentroid,mm,10.1002/evl3.267
,,,Atlapetes_latinuchus,41.713805156296,23.6250000000001,BillCentroid,mm,10.1002/evl3.267
,,,Atlapetes_melanolaemus,37.1257708166252,22.1999999999999,BillCentroid,mm,10.1002/evl3.267
,,,Atlapetes_personatus,38.2264731092145,33.6500000000001,BillCentroid,mm,10.1002/evl3.267
,,,Atlapetes_semirufus,42.1434435933744,30.8500000000001,BillCentroid,mm,10.1002/evl3.267
,,,Attagis_gayi,58.7547062134034,310.999999999999,BillCentroid,mm,10.1002/evl3.267
,,,Atthis_ellioti,30.4582066968884,2.25192590445085,BillCentroid,mm,10.1002/evl3.267
,,,Attila_cinnamomeus,68.5008669868802,40.4999999999999,BillCentroid,mm,10.1002/evl3.267
,,,Attila_spadiceus,65.1620468267713,43.1670543090179,BillCentroid,mm,10.1002/evl3.267
,,,Auriparus_flaviceps,22.240550894971,6.49999999999999,BillCentroid,mm,10.1002/evl3.267
,,,Automolus_rubiginosus,70.5685059915421,39.8701757503096,BillCentroid,mm,10.1002/evl3.267
,,,Aviceda_jerdoni,97.6277820996829,363,BillCentroid,mm,10.1002/evl3.267
,,,Aviceda_subcristata,83.53773822618,308.750000000001,BillCentroid,mm,10.1002/evl3.267
,,,Avocettula_recurvirostris,46.6662731615186,4.19999999999999,BillCentroid,mm,10.1002/evl3.267
,,,Aythya_americana,154.523395706411,1092.77814017889,BillCentroid,mm,10.1002/evl3.267
,,,Aythya_australis,169.256537562572,901.999999999996,BillCentroid,mm,10.1002/evl3.267
,,,Aythya_baeri,158.902614192588,690.783152851249,BillCentroid,mm,10.1002/evl3.267
,,,Aythya_collaris,149.943593379958,745.514620707307,BillCentroid,mm,10.1002/evl3.267
,,,Aythya_ferina,164.222750329528,936.999999999998,BillCentroid,mm,10.1002/evl3.267
,,,Aythya_fuligula,149.244321368467,673.116841421333,BillCentroid,mm,10.1002/evl3.267
,,,Aythya_innotata,157.057977885554,685.000000000003,BillCentroid,mm,10.1002/evl3.267
,,,Aythya_marila,161.420120023646,948.194955020209,BillCentroid,mm,10.1002/evl3.267
,,,Aythya_nyroca,141.351167646862,585.999999999999,BillCentroid,mm,10.1002/evl3.267
,,,Aythya_valisineria,187.436108009346,1151.55555759958,BillCentroid,mm,10.1002/evl3.267
,,,Baeolophus_atricristatus,28.9520877650422,21.6999999999999,BillCentroid,mm,10.1002/evl3.267
,,,Baeolophus_bicolor,30.120495939245,22.4238290830809,BillCentroid,mm,10.1002/evl3.267
,,,Baeolophus_inornatus,29.2075952619203,15.8338948971218,BillCentroid,mm,10.1002/evl3.267
,,,Baeolophus_ridgwayi,32.5393719605975,16.5041256874369,BillCentroid,mm,10.1002/evl3.267
,,,Baeolophus_wollweberi,25.9202164153063,10.6971955266932,BillCentroid,mm,10.1002/evl3.267
,,,Baeopogon_indicator,47.1590258468601,46.3555814308404,BillCentroid,mm,10.1002/evl3.267
,,,Balearica_pavonina,191.096375834652,3629,BillCentroid,mm,10.1002/evl3.267
,,,Balearica_regulorum,195.696835309509,3629,BillCentroid,mm,10.1002/evl3.267
,,,Bambusicola_fytchii,60.3773933789513,341.000000000001,BillCentroid,mm,10.1002/evl3.267
,,,Bambusicola_thoracicus,59.8533736814281,269.5,BillCentroid,mm,10.1002/evl3.267
,,,Barnardius_zonarius,69.662884417377,154.550428098783,BillCentroid,mm,10.1002/evl3.267
,,,Bartramia_longicauda,81.452232819518,138.026732087151,BillCentroid,mm,10.1002/evl3.267
,,,Baryphthengus_martii,123.927730019716,159.2,BillCentroid,mm,10.1002/evl3.267
,,,Basileuterus_culicivorus,33.6179246708003,9.54382721298598,BillCentroid,mm,10.1002/evl3.267
,,,Basileuterus_flaveolus,37.0694717982486,14,BillCentroid,mm,10.1002/evl3.267
,,,Basileuterus_leucoblepharus,35.0351504092997,14.8264198168679,BillCentroid,mm,10.1002/evl3.267
,,,Basileuterus_rufifrons,33.9492686337942,10.5430727864913,BillCentroid,mm,10.1002/evl3.267
,,,Bathmocercus_cerviniventris,45.6220932584559,15.3892382183024,BillCentroid,mm,10.1002/evl3.267
,,,Bathmocercus_rufus,33.5182418549055,16.7182515245772,BillCentroid,mm,10.1002/evl3.267
,,,Batis_capensis,37.5838887356925,11.9490585403203,BillCentroid,mm,10.1002/evl3.267
,,,Batis_diops,36.4973192440058,12.4560355890968,BillCentroid,mm,10.1002/evl3.267
,,,Batis_fratrum,40.2938959366921,12.2743181574288,BillCentroid,mm,10.1002/evl3.267
,,,Batis_margaritae,39.3338583227334,12.3,BillCentroid,mm,10.1002/evl3.267
,,,Batis_mixta,41.9730258017194,8.06641917858381,BillCentroid,mm,10.1002/evl3.267
,,,Batis_molitor,36.8564992804878,11.2832741407196,BillCentroid,mm,10.1002/evl3.267
,,,Batis_orientalis,35.7685794897498,9.00000000000001,BillCentroid,mm,10.1002/evl3.267
,,,Batis_perkeo,35.9965539331784,6.53521691025731,BillCentroid,mm,10.1002/evl3.267
,,,Batis_pririt,33.0701472946923,9.41816799423977,BillCentroid,mm,10.1002/evl3.267
,,,Batis_senegalensis,39.1592191850385,10,BillCentroid,mm,10.1002/evl3.267
,,,Batis_soror,39.912867251418,9.44880944881417,BillCentroid,mm,10.1002/evl3.267
,,,Batrachostomus_moniliger,119.641129024878,46.5,BillCentroid,mm,10.1002/evl3.267
,,,Batrachostomus_septimus,143.781498820584,94.8999999999998,BillCentroid,mm,10.1002/evl3.267
,,,Bias_musicus,59.144455857288,23.3356573648876,BillCentroid,mm,10.1002/evl3.267
,,,Biziura_lobata,189.519002276493,2583.37536984452,BillCentroid,mm,10.1002/evl3.267
,,,Bleda_canicapillus,55.9668516085314,42.7,BillCentroid,mm,10.1002/evl3.267
,,,Bleda_notatus,54.7940213881938,38.3844231691128,BillCentroid,mm,10.1002/evl3.267
,,,Bleda_syndactylus,72.5449403775692,45.6729892842792,BillCentroid,mm,10.1002/evl3.267
,,,Blythipicus_pyrrhotis,131.492534756075,170,BillCentroid,mm,10.1002/evl3.267
,,,Blythipicus_rubiginosus,91.411925080785,69.7946209838196,BillCentroid,mm,10.1002/evl3.267
,,,Boissonneaua_flavescens,50.5905715531125,8.99666543133613,BillCentroid,mm,10.1002/evl3.267
,,,Boissonneaua_matthewsii,50.3946038161507,7.73529395039002,BillCentroid,mm,10.1002/evl3.267
,,,Bombycilla_cedrorum,38.3811908874192,32.3534017806758,BillCentroid,mm,10.1002/evl3.267
,,,Bombycilla_garrulus,42.3685503220288,59.8641231996816,BillCentroid,mm,10.1002/evl3.267
,,,Bonasa_bonasia,53.523186196114,376.848756252433,BillCentroid,mm,10.1002/evl3.267
,,,Bonasa_sewerzowi,59.9046593181174,278.000000000001,BillCentroid,mm,10.1002/evl3.267
,,,Bonasa_umbellus,60.322342164615,594.717887868628,BillCentroid,mm,10.1002/evl3.267
,,,Bostrychia_hagedash,310.854357359921,1049.93166539411,BillCentroid,mm,10.1002/evl3.267
,,,Botaurus_lentiginosus,234.603161801194,732.531588021656,BillCentroid,mm,10.1002/evl3.267
,,,Botaurus_pinnatus,266.040012582144,1016,BillCentroid,mm,10.1002/evl3.267
,,,Botaurus_poiciloptilus,242.114535412056,1353,BillCentroid,mm,10.1002/evl3.267
,,,Bowdleria_punctata,48.5267497698452,26.4,BillCentroid,mm,10.1002/evl3.267
,,,Brachycope_anomala,36.6807460387677,25.2999999999999,BillCentroid,mm,10.1002/evl3.267
,,,Brachypteryx_montana,42.7565276178328,18.781403766742,BillCentroid,mm,10.1002/evl3.267
,,,Brachypteryx_stellata,38.8249372884803,23,BillCentroid,mm,10.1002/evl3.267
,,,Brachyramphus_marmoratus,55.2424180659894,201.747787913758,BillCentroid,mm,10.1002/evl3.267
,,,Brachyramphus_perdix,66.3765920423386,260.000000000001,BillCentroid,mm,10.1002/evl3.267
,,,Bradornis_infuscatus,57.487768969385,39.0000000000001,BillCentroid,mm,10.1002/evl3.267
,,,Bradornis_mariquensis,37.2622772592141,23.2822308965096,BillCentroid,mm,10.1002/evl3.267
,,,Bradornis_microrhynchus,40.7197466863561,20.4854716647189,BillCentroid,mm,10.1002/evl3.267
,,,Bradornis_pallidus,36.0029442116466,23.0768916977227,BillCentroid,mm,10.1002/evl3.267
,,,Bradypterus_bangwaensis,38.9538065012221,17.8,BillCentroid,mm,10.1002/evl3.267
,,,Bradypterus_barratti,39.1069502096747,17.9999999999999,BillCentroid,mm,10.1002/evl3.267
,,,Bradypterus_carpalis,44.7264225445524,23.4999999999999,BillCentroid,mm,10.1002/evl3.267
,,,Bradypterus_cinnamomeus,35.4309298538206,18.0128878596057,BillCentroid,mm,10.1002/evl3.267
,,,Bradypterus_davidi,31.2430763387395,11,BillCentroid,mm,10.1002/evl3.267
,,,Bradypterus_graueri,39.4598701067672,17.1216968553123,BillCentroid,mm,10.1002/evl3.267
,,,Bradypterus_lopezi,39.2594542195601,21.7499999999999,BillCentroid,mm,10.1002/evl3.267
,,,Bradypterus_luteoventris,31.8596905188894,13.2000000000001,BillCentroid,mm,10.1002/evl3.267
,,,Bradypterus_palliseri,43.1167291475855,9.00000000000001,BillCentroid,mm,10.1002/evl3.267
,,,Bradypterus_thoracicus,36.183051311765,11,BillCentroid,mm,10.1002/evl3.267
,,,Branta_bernicla,113.786281829449,1349.51198655829,BillCentroid,mm,10.1002/evl3.267
,,,Branta_canadensis,173.536407806567,4135.74999999998,BillCentroid,mm,10.1002/evl3.267
,,,Branta_hutchinsii,124.607580759895,2563.88390509718,BillCentroid,mm,10.1002/evl3.267
,,,Branta_leucopsis,111.906278482324,1793.97783500879,BillCentroid,mm,10.1002/evl3.267
,,,Branta_ruficollis,86.6744043713315,1359.66158984535,BillCentroid,mm,10.1002/evl3.267
,,,Brotogeris_chiriri,47.6170867569299,72.8499999999997,BillCentroid,mm,10.1002/evl3.267
,,,Brotogeris_chrysoptera,56.0758449906055,54.5000000000001,BillCentroid,mm,10.1002/evl3.267
,,,Brotogeris_cyanoptera,49.5266603494496,66.8095567795691,BillCentroid,mm,10.1002/evl3.267
,,,Brotogeris_jugularis,50.7218852886094,65.5651131409933,BillCentroid,mm,10.1002/evl3.267
